id,offset,accuracy,accuracy_index,answer,behind_beat,track_id,track_name,track_random_intercept,track_random_slope,difficulty_with_track_effect,difficulty_without_track_effect,discrimination,guessing,inattention,file_name
2721,0.133717855,0.695,11,1,TRUE,7,good1,0.180070426,-0.125404078,-1.011348706,-0.931662093,1.166,0.5,1,2721_1_0.1337_beep_good1.mp3
2722,0.133717855,0.695,11,2,TRUE,7,good1,0.180070426,-0.125404078,-1.011348706,-0.931662093,1.166,0.5,1,2722_2_0.1337_beep_good1.mp3
2723,0.134997261,0.69,12,1,TRUE,7,good1,0.180070426,-0.125404078,-1.048111159,-0.967886792,1.166,0.5,1,2723_1_0.135_beep_good1.mp3
2724,0.134997261,0.69,12,2,TRUE,7,good1,0.180070426,-0.125404078,-1.048111159,-0.967886792,1.166,0.5,1,2724_2_0.135_beep_good1.mp3
2725,0.136272258,0.685,13,1,TRUE,7,good1,0.180070426,-0.125404078,-1.084873612,-1.004111492,1.166,0.5,1,2725_1_0.1363_beep_good1.mp3
2726,0.136272258,0.685,13,2,TRUE,7,good1,0.180070426,-0.125404078,-1.084873612,-1.004111492,1.166,0.5,1,2726_2_0.1363_beep_good1.mp3
2727,0.137543069,0.68,14,1,TRUE,7,good1,0.180070426,-0.125404078,-1.121636065,-1.040336192,1.166,0.5,1,2727_1_0.1375_beep_good1.mp3
2728,0.137543069,0.68,14,2,TRUE,7,good1,0.180070426,-0.125404078,-1.121636065,-1.040336192,1.166,0.5,1,2728_2_0.1375_beep_good1.mp3
2729,0.13880991,0.675,15,1,TRUE,7,good1,0.180070426,-0.125404078,-1.158398519,-1.076560892,1.166,0.5,1,2729_1_0.1388_beep_good1.mp3
2730,0.13880991,0.675,15,2,TRUE,7,good1,0.180070426,-0.125404078,-1.158398519,-1.076560892,1.166,0.5,1,2730_2_0.1388_beep_good1.mp3
2731,0.140072991,0.67,16,1,TRUE,7,good1,0.180070426,-0.125404078,-1.195160972,-1.112785592,1.166,0.5,1,2731_1_0.1401_beep_good1.mp3
2732,0.140072991,0.67,16,2,TRUE,7,good1,0.180070426,-0.125404078,-1.195160972,-1.112785592,1.166,0.5,1,2732_2_0.1401_beep_good1.mp3
2733,0.141332516,0.665,17,1,TRUE,7,good1,0.180070426,-0.125404078,-1.231923425,-1.149010292,1.166,0.5,1,2733_1_0.1413_beep_good1.mp3
2734,0.141332516,0.665,17,2,TRUE,7,good1,0.180070426,-0.125404078,-1.231923425,-1.149010292,1.166,0.5,1,2734_2_0.1413_beep_good1.mp3
2735,0.142588686,0.66,18,1,TRUE,7,good1,0.180070426,-0.125404078,-1.268685878,-1.185234991,1.166,0.5,1,2735_1_0.1426_beep_good1.mp3
2736,0.142588686,0.66,18,2,TRUE,7,good1,0.180070426,-0.125404078,-1.268685878,-1.185234991,1.166,0.5,1,2736_2_0.1426_beep_good1.mp3
2737,0.143841693,0.655,19,1,TRUE,7,good1,0.180070426,-0.125404078,-1.305448331,-1.221459691,1.166,0.5,1,2737_1_0.1438_beep_good1.mp3
2738,0.143841693,0.655,19,2,TRUE,7,good1,0.180070426,-0.125404078,-1.305448331,-1.221459691,1.166,0.5,1,2738_2_0.1438_beep_good1.mp3
2739,0.145091728,0.65,20,1,TRUE,7,good1,0.180070426,-0.125404078,-1.342210784,-1.257684391,1.166,0.5,1,2739_1_0.1451_beep_good1.mp3
2740,0.145091728,0.65,20,2,TRUE,7,good1,0.180070426,-0.125404078,-1.342210784,-1.257684391,1.166,0.5,1,2740_2_0.1451_beep_good1.mp3
2741,0.146338976,0.645,21,1,TRUE,7,good1,0.180070426,-0.125404078,-1.378973238,-1.293909091,1.166,0.5,1,2741_1_0.1463_beep_good1.mp3
2742,0.146338976,0.645,21,2,TRUE,7,good1,0.180070426,-0.125404078,-1.378973238,-1.293909091,1.166,0.5,1,2742_2_0.1463_beep_good1.mp3
2743,0.147583618,0.64,22,1,TRUE,7,good1,0.180070426,-0.125404078,-1.415735691,-1.330133791,1.166,0.5,1,2743_1_0.1476_beep_good1.mp3
2744,0.147583618,0.64,22,2,TRUE,7,good1,0.180070426,-0.125404078,-1.415735691,-1.330133791,1.166,0.5,1,2744_2_0.1476_beep_good1.mp3
2745,0.14882583,0.635,23,1,TRUE,7,good1,0.180070426,-0.125404078,-1.452498144,-1.366358491,1.166,0.5,1,2745_1_0.1488_beep_good1.mp3
2746,0.14882583,0.635,23,2,TRUE,7,good1,0.180070426,-0.125404078,-1.452498144,-1.366358491,1.166,0.5,1,2746_2_0.1488_beep_good1.mp3
2747,0.150065788,0.63,24,1,TRUE,7,good1,0.180070426,-0.125404078,-1.489260597,-1.40258319,1.166,0.5,1,2747_1_0.1501_beep_good1.mp3
2748,0.150065788,0.63,24,2,TRUE,7,good1,0.180070426,-0.125404078,-1.489260597,-1.40258319,1.166,0.5,1,2748_2_0.1501_beep_good1.mp3
2749,0.151303662,0.625,25,1,TRUE,7,good1,0.180070426,-0.125404078,-1.52602305,-1.43880789,1.166,0.5,1,2749_1_0.1513_beep_good1.mp3
2750,0.151303662,0.625,25,2,TRUE,7,good1,0.180070426,-0.125404078,-1.52602305,-1.43880789,1.166,0.5,1,2750_2_0.1513_beep_good1.mp3
2751,0.152539618,0.62,25,1,TRUE,7,good1,0.180070426,-0.125404078,-1.562785503,-1.47503259,1.166,0.5,1,2751_1_0.1525_beep_good1.mp3
2752,0.152539618,0.62,25,2,TRUE,7,good1,0.180070426,-0.125404078,-1.562785503,-1.47503259,1.166,0.5,1,2752_2_0.1525_beep_good1.mp3
2753,0.153773822,0.615,24,1,TRUE,7,good1,0.180070426,-0.125404078,-1.599547957,-1.51125729,1.166,0.5,1,2753_1_0.1538_beep_good1.mp3
2754,0.153773822,0.615,24,2,TRUE,7,good1,0.180070426,-0.125404078,-1.599547957,-1.51125729,1.166,0.5,1,2754_2_0.1538_beep_good1.mp3
2755,0.155006435,0.61,23,1,TRUE,7,good1,0.180070426,-0.125404078,-1.63631041,-1.54748199,1.166,0.5,1,2755_1_0.155_beep_good1.mp3
2756,0.155006435,0.61,23,2,TRUE,7,good1,0.180070426,-0.125404078,-1.63631041,-1.54748199,1.166,0.5,1,2756_2_0.155_beep_good1.mp3
2757,0.156237618,0.605,22,1,TRUE,7,good1,0.180070426,-0.125404078,-1.673072863,-1.58370669,1.166,0.5,1,2757_1_0.1562_beep_good1.mp3
2758,0.156237618,0.605,22,2,TRUE,7,good1,0.180070426,-0.125404078,-1.673072863,-1.58370669,1.166,0.5,1,2758_2_0.1562_beep_good1.mp3
2759,0.157467527,0.6,21,1,TRUE,7,good1,0.180070426,-0.125404078,-1.709835316,-1.619931389,1.166,0.5,1,2759_1_0.1575_beep_good1.mp3
2760,0.157467527,0.6,21,2,TRUE,7,good1,0.180070426,-0.125404078,-1.709835316,-1.619931389,1.166,0.5,1,2760_2_0.1575_beep_good1.mp3
2761,0.158696318,0.595,20,1,TRUE,7,good1,0.180070426,-0.125404078,-1.746597769,-1.656156089,1.166,0.5,1,2761_1_0.1587_beep_good1.mp3
2762,0.158696318,0.595,20,2,TRUE,7,good1,0.180070426,-0.125404078,-1.746597769,-1.656156089,1.166,0.5,1,2762_2_0.1587_beep_good1.mp3
2763,0.159924145,0.59,19,1,TRUE,7,good1,0.180070426,-0.125404078,-1.783360222,-1.692380789,1.166,0.5,1,2763_1_0.1599_beep_good1.mp3
2764,0.159924145,0.59,19,2,TRUE,7,good1,0.180070426,-0.125404078,-1.783360222,-1.692380789,1.166,0.5,1,2764_2_0.1599_beep_good1.mp3
2765,0.161151159,0.585,18,1,TRUE,7,good1,0.180070426,-0.125404078,-1.820122676,-1.728605489,1.166,0.5,1,2765_1_0.1612_beep_good1.mp3
2766,0.161151159,0.585,18,2,TRUE,7,good1,0.180070426,-0.125404078,-1.820122676,-1.728605489,1.166,0.5,1,2766_2_0.1612_beep_good1.mp3
2767,0.162377511,0.58,17,1,TRUE,7,good1,0.180070426,-0.125404078,-1.856885129,-1.764830189,1.166,0.5,1,2767_1_0.1624_beep_good1.mp3
2768,0.162377511,0.58,17,2,TRUE,7,good1,0.180070426,-0.125404078,-1.856885129,-1.764830189,1.166,0.5,1,2768_2_0.1624_beep_good1.mp3
2769,0.163603349,0.575,16,1,TRUE,7,good1,0.180070426,-0.125404078,-1.893647582,-1.801054889,1.166,0.5,1,2769_1_0.1636_beep_good1.mp3
2770,0.163603349,0.575,16,2,TRUE,7,good1,0.180070426,-0.125404078,-1.893647582,-1.801054889,1.166,0.5,1,2770_2_0.1636_beep_good1.mp3
2771,0.164828822,0.57,15,1,TRUE,7,good1,0.180070426,-0.125404078,-1.930410035,-1.837279588,1.166,0.5,1,2771_1_0.1648_beep_good1.mp3
2772,0.164828822,0.57,15,2,TRUE,7,good1,0.180070426,-0.125404078,-1.930410035,-1.837279588,1.166,0.5,1,2772_2_0.1648_beep_good1.mp3
2773,0.166054076,0.565,14,1,TRUE,7,good1,0.180070426,-0.125404078,-1.967172488,-1.873504288,1.166,0.5,1,2773_1_0.1661_beep_good1.mp3
2774,0.166054076,0.565,14,2,TRUE,7,good1,0.180070426,-0.125404078,-1.967172488,-1.873504288,1.166,0.5,1,2774_2_0.1661_beep_good1.mp3
2775,0.167279257,0.56,13,1,TRUE,7,good1,0.180070426,-0.125404078,-2.003934941,-1.909728988,1.166,0.5,1,2775_1_0.1673_beep_good1.mp3
2776,0.167279257,0.56,13,2,TRUE,7,good1,0.180070426,-0.125404078,-2.003934941,-1.909728988,1.166,0.5,1,2776_2_0.1673_beep_good1.mp3
2777,0.168504511,0.555,12,1,TRUE,7,good1,0.180070426,-0.125404078,-2.040697395,-1.945953688,1.166,0.5,1,2777_1_0.1685_beep_good1.mp3
2778,0.168504511,0.555,12,2,TRUE,7,good1,0.180070426,-0.125404078,-2.040697395,-1.945953688,1.166,0.5,1,2778_2_0.1685_beep_good1.mp3
2779,0.169729982,0.55,11,1,TRUE,7,good1,0.180070426,-0.125404078,-2.077459848,-1.982178388,1.166,0.5,1,2779_1_0.1697_beep_good1.mp3
2780,0.169729982,0.55,11,2,TRUE,7,good1,0.180070426,-0.125404078,-2.077459848,-1.982178388,1.166,0.5,1,2780_2_0.1697_beep_good1.mp3
2781,0.170955815,0.545,10,1,TRUE,7,good1,0.180070426,-0.125404078,-2.114222301,-2.018403087,1.166,0.5,1,2781_1_0.171_beep_good1.mp3
2782,0.170955815,0.545,10,2,TRUE,7,good1,0.180070426,-0.125404078,-2.114222301,-2.018403087,1.166,0.5,1,2782_2_0.171_beep_good1.mp3
2783,0.172182152,0.54,9,1,TRUE,7,good1,0.180070426,-0.125404078,-2.150984754,-2.054627787,1.166,0.5,1,2783_1_0.1722_beep_good1.mp3
2784,0.172182152,0.54,9,2,TRUE,7,good1,0.180070426,-0.125404078,-2.150984754,-2.054627787,1.166,0.5,1,2784_2_0.1722_beep_good1.mp3
2785,0.173409139,0.535,8,1,TRUE,7,good1,0.180070426,-0.125404078,-2.187747207,-2.090852487,1.166,0.5,1,2785_1_0.1734_beep_good1.mp3
2786,0.173409139,0.535,8,2,TRUE,7,good1,0.180070426,-0.125404078,-2.187747207,-2.090852487,1.166,0.5,1,2786_2_0.1734_beep_good1.mp3
2787,0.174636918,0.53,7,1,TRUE,7,good1,0.180070426,-0.125404078,-2.22450966,-2.127077187,1.166,0.5,1,2787_1_0.1746_beep_good1.mp3
2788,0.174636918,0.53,7,2,TRUE,7,good1,0.180070426,-0.125404078,-2.22450966,-2.127077187,1.166,0.5,1,2788_2_0.1746_beep_good1.mp3
2789,0.175865635,0.525,6,1,TRUE,7,good1,0.180070426,-0.125404078,-2.261272114,-2.163301887,1.166,0.5,1,2789_1_0.1759_beep_good1.mp3
2790,0.175865635,0.525,6,2,TRUE,7,good1,0.180070426,-0.125404078,-2.261272114,-2.163301887,1.166,0.5,1,2790_2_0.1759_beep_good1.mp3
2791,0.177095432,0.52,5,1,TRUE,7,good1,0.180070426,-0.125404078,-2.298034567,-2.199526587,1.166,0.5,1,2791_1_0.1771_beep_good1.mp3
2792,0.177095432,0.52,5,2,TRUE,7,good1,0.180070426,-0.125404078,-2.298034567,-2.199526587,1.166,0.5,1,2792_2_0.1771_beep_good1.mp3
2793,0.178326455,0.515,4,1,TRUE,7,good1,0.180070426,-0.125404078,-2.33479702,-2.235751286,1.166,0.5,1,2793_1_0.1783_beep_good1.mp3
2794,0.178326455,0.515,4,2,TRUE,7,good1,0.180070426,-0.125404078,-2.33479702,-2.235751286,1.166,0.5,1,2794_2_0.1783_beep_good1.mp3
2795,0.179558848,0.51,3,1,TRUE,7,good1,0.180070426,-0.125404078,-2.371559473,-2.271975986,1.166,0.5,1,2795_1_0.1796_beep_good1.mp3
2796,0.179558848,0.51,3,2,TRUE,7,good1,0.180070426,-0.125404078,-2.371559473,-2.271975986,1.166,0.5,1,2796_2_0.1796_beep_good1.mp3
2797,0.180792759,0.505,2,1,TRUE,7,good1,0.180070426,-0.125404078,-2.408321926,-2.308200686,1.166,0.5,1,2797_1_0.1808_beep_good1.mp3
2798,0.180792759,0.505,2,2,TRUE,7,good1,0.180070426,-0.125404078,-2.408321926,-2.308200686,1.166,0.5,1,2798_2_0.1808_beep_good1.mp3
2799,0.182028332,0.5,1,1,TRUE,7,good1,0.180070426,-0.125404078,-2.445084379,-2.344425386,1.166,0.5,1,2799_1_0.182_beep_good1.mp3
2800,0.182028332,0.5,1,2,TRUE,7,good1,0.180070426,-0.125404078,-2.445084379,-2.344425386,1.166,0.5,1,2800_2_0.182_beep_good1.mp3
2801,-0.182028332,0.5,1,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.548626498,-1.769039451,1.166,0.5,1,2801_1_-0.182_beep_hedgehog.mp3
2802,-0.182028332,0.5,1,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.548626498,-1.769039451,1.166,0.5,1,2802_2_-0.182_beep_hedgehog.mp3
2803,-0.180792759,0.505,2,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.508236989,-1.732814751,1.166,0.5,1,2803_1_-0.1808_beep_hedgehog.mp3
2804,-0.180792759,0.505,2,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.508236989,-1.732814751,1.166,0.5,1,2804_2_-0.1808_beep_hedgehog.mp3
2805,-0.179558848,0.51,3,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.467847479,-1.696590051,1.166,0.5,1,2805_1_-0.1796_beep_hedgehog.mp3
2806,-0.179558848,0.51,3,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.467847479,-1.696590051,1.166,0.5,1,2806_2_-0.1796_beep_hedgehog.mp3
2807,-0.178326455,0.515,4,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.42745797,-1.660365352,1.166,0.5,1,2807_1_-0.1783_beep_hedgehog.mp3
2808,-0.178326455,0.515,4,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.42745797,-1.660365352,1.166,0.5,1,2808_2_-0.1783_beep_hedgehog.mp3
2809,-0.177095432,0.52,5,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.387068461,-1.624140652,1.166,0.5,1,2809_1_-0.1771_beep_hedgehog.mp3
2810,-0.177095432,0.52,5,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.387068461,-1.624140652,1.166,0.5,1,2810_2_-0.1771_beep_hedgehog.mp3
2811,-0.175865635,0.525,6,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.346678951,-1.587915952,1.166,0.5,1,2811_1_-0.1759_beep_hedgehog.mp3
2812,-0.175865635,0.525,6,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.346678951,-1.587915952,1.166,0.5,1,2812_2_-0.1759_beep_hedgehog.mp3
2813,-0.174636918,0.53,7,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.306289442,-1.551691252,1.166,0.5,1,2813_1_-0.1746_beep_hedgehog.mp3
2814,-0.174636918,0.53,7,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.306289442,-1.551691252,1.166,0.5,1,2814_2_-0.1746_beep_hedgehog.mp3
2815,-0.173409139,0.535,8,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.265899933,-1.515466552,1.166,0.5,1,2815_1_-0.1734_beep_hedgehog.mp3
2816,-0.173409139,0.535,8,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.265899933,-1.515466552,1.166,0.5,1,2816_2_-0.1734_beep_hedgehog.mp3
2817,-0.172182152,0.54,9,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.225510423,-1.479241852,1.166,0.5,1,2817_1_-0.1722_beep_hedgehog.mp3
2818,-0.172182152,0.54,9,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.225510423,-1.479241852,1.166,0.5,1,2818_2_-0.1722_beep_hedgehog.mp3
2819,-0.170955815,0.545,10,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.185120914,-1.443017153,1.166,0.5,1,2819_1_-0.171_beep_hedgehog.mp3
2820,-0.170955815,0.545,10,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.185120914,-1.443017153,1.166,0.5,1,2820_2_-0.171_beep_hedgehog.mp3
2821,-0.169729982,0.55,11,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.144731404,-1.406792453,1.166,0.5,1,2821_1_-0.1697_beep_hedgehog.mp3
2822,-0.169729982,0.55,11,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.144731404,-1.406792453,1.166,0.5,1,2822_2_-0.1697_beep_hedgehog.mp3
2823,-0.168504511,0.555,12,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.104341895,-1.370567753,1.166,0.5,1,2823_1_-0.1685_beep_hedgehog.mp3
2824,-0.168504511,0.555,12,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.104341895,-1.370567753,1.166,0.5,1,2824_2_-0.1685_beep_hedgehog.mp3
2825,-0.167279257,0.56,13,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.063952386,-1.334343053,1.166,0.5,1,2825_1_-0.1673_beep_hedgehog.mp3
2826,-0.167279257,0.56,13,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.063952386,-1.334343053,1.166,0.5,1,2826_2_-0.1673_beep_hedgehog.mp3
2827,-0.166054076,0.565,14,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.023562876,-1.298118353,1.166,0.5,1,2827_1_-0.1661_beep_hedgehog.mp3
2828,-0.166054076,0.565,14,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-2.023562876,-1.298118353,1.166,0.5,1,2828_2_-0.1661_beep_hedgehog.mp3
2829,-0.164828822,0.57,15,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.983173367,-1.261893654,1.166,0.5,1,2829_1_-0.1648_beep_hedgehog.mp3
2830,-0.164828822,0.57,15,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.983173367,-1.261893654,1.166,0.5,1,2830_2_-0.1648_beep_hedgehog.mp3
2831,-0.163603349,0.575,16,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.942783858,-1.225668954,1.166,0.5,1,2831_1_-0.1636_beep_hedgehog.mp3
2832,-0.163603349,0.575,16,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.942783858,-1.225668954,1.166,0.5,1,2832_2_-0.1636_beep_hedgehog.mp3
2833,-0.162377511,0.58,17,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.902394348,-1.189444254,1.166,0.5,1,2833_1_-0.1624_beep_hedgehog.mp3
2834,-0.162377511,0.58,17,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.902394348,-1.189444254,1.166,0.5,1,2834_2_-0.1624_beep_hedgehog.mp3
2835,-0.161151159,0.585,18,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.862004839,-1.153219554,1.166,0.5,1,2835_1_-0.1612_beep_hedgehog.mp3
2836,-0.161151159,0.585,18,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.862004839,-1.153219554,1.166,0.5,1,2836_2_-0.1612_beep_hedgehog.mp3
2837,-0.159924145,0.59,19,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.821615329,-1.116994854,1.166,0.5,1,2837_1_-0.1599_beep_hedgehog.mp3
2838,-0.159924145,0.59,19,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.821615329,-1.116994854,1.166,0.5,1,2838_2_-0.1599_beep_hedgehog.mp3
2839,-0.158696318,0.595,20,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.78122582,-1.080770154,1.166,0.5,1,2839_1_-0.1587_beep_hedgehog.mp3
2840,-0.158696318,0.595,20,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.78122582,-1.080770154,1.166,0.5,1,2840_2_-0.1587_beep_hedgehog.mp3
2841,-0.157467527,0.6,21,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.740836311,-1.044545455,1.166,0.5,1,2841_1_-0.1575_beep_hedgehog.mp3
2842,-0.157467527,0.6,21,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.740836311,-1.044545455,1.166,0.5,1,2842_2_-0.1575_beep_hedgehog.mp3
2843,-0.156237618,0.605,22,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.700446801,-1.008320755,1.166,0.5,1,2843_1_-0.1562_beep_hedgehog.mp3
2844,-0.156237618,0.605,22,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.700446801,-1.008320755,1.166,0.5,1,2844_2_-0.1562_beep_hedgehog.mp3
2845,-0.155006435,0.61,23,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.660057292,-0.972096055,1.166,0.5,1,2845_1_-0.155_beep_hedgehog.mp3
2846,-0.155006435,0.61,23,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.660057292,-0.972096055,1.166,0.5,1,2846_2_-0.155_beep_hedgehog.mp3
2847,-0.153773822,0.615,24,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.619667783,-0.935871355,1.166,0.5,1,2847_1_-0.1538_beep_hedgehog.mp3
2848,-0.153773822,0.615,24,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.619667783,-0.935871355,1.166,0.5,1,2848_2_-0.1538_beep_hedgehog.mp3
2849,-0.152539618,0.62,25,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.579278273,-0.899646655,1.166,0.5,1,2849_1_-0.1525_beep_hedgehog.mp3
2850,-0.152539618,0.62,25,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.579278273,-0.899646655,1.166,0.5,1,2850_2_-0.1525_beep_hedgehog.mp3
2851,-0.151303662,0.625,25,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.538888764,-0.863421955,1.166,0.5,1,2851_1_-0.1513_beep_hedgehog.mp3
2852,-0.151303662,0.625,25,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.538888764,-0.863421955,1.166,0.5,1,2852_2_-0.1513_beep_hedgehog.mp3
2853,-0.150065788,0.63,24,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.498499254,-0.827197256,1.166,0.5,1,2853_1_-0.1501_beep_hedgehog.mp3
2854,-0.150065788,0.63,24,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.498499254,-0.827197256,1.166,0.5,1,2854_2_-0.1501_beep_hedgehog.mp3
2855,-0.14882583,0.635,23,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.458109745,-0.790972556,1.166,0.5,1,2855_1_-0.1488_beep_hedgehog.mp3
2856,-0.14882583,0.635,23,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.458109745,-0.790972556,1.166,0.5,1,2856_2_-0.1488_beep_hedgehog.mp3
2857,-0.147583618,0.64,22,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.417720236,-0.754747856,1.166,0.5,1,2857_1_-0.1476_beep_hedgehog.mp3
2858,-0.147583618,0.64,22,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.417720236,-0.754747856,1.166,0.5,1,2858_2_-0.1476_beep_hedgehog.mp3
2859,-0.146338976,0.645,21,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.377330726,-0.718523156,1.166,0.5,1,2859_1_-0.1463_beep_hedgehog.mp3
2860,-0.146338976,0.645,21,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.377330726,-0.718523156,1.166,0.5,1,2860_2_-0.1463_beep_hedgehog.mp3
2861,-0.145091728,0.65,20,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.336941217,-0.682298456,1.166,0.5,1,2861_1_-0.1451_beep_hedgehog.mp3
2862,-0.145091728,0.65,20,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.336941217,-0.682298456,1.166,0.5,1,2862_2_-0.1451_beep_hedgehog.mp3
2863,-0.143841693,0.655,19,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.296551708,-0.646073756,1.166,0.5,1,2863_1_-0.1438_beep_hedgehog.mp3
2864,-0.143841693,0.655,19,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.296551708,-0.646073756,1.166,0.5,1,2864_2_-0.1438_beep_hedgehog.mp3
2865,-0.142588686,0.66,18,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.256162198,-0.609849057,1.166,0.5,1,2865_1_-0.1426_beep_hedgehog.mp3
2866,-0.142588686,0.66,18,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.256162198,-0.609849057,1.166,0.5,1,2866_2_-0.1426_beep_hedgehog.mp3
2867,-0.141332516,0.665,17,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.215772689,-0.573624357,1.166,0.5,1,2867_1_-0.1413_beep_hedgehog.mp3
2868,-0.141332516,0.665,17,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.215772689,-0.573624357,1.166,0.5,1,2868_2_-0.1413_beep_hedgehog.mp3
2869,-0.140072991,0.67,16,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.175383179,-0.537399657,1.166,0.5,1,2869_1_-0.1401_beep_hedgehog.mp3
2870,-0.140072991,0.67,16,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.175383179,-0.537399657,1.166,0.5,1,2870_2_-0.1401_beep_hedgehog.mp3
2871,-0.13880991,0.675,15,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.13499367,-0.501174957,1.166,0.5,1,2871_1_-0.1388_beep_hedgehog.mp3
2872,-0.13880991,0.675,15,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.13499367,-0.501174957,1.166,0.5,1,2872_2_-0.1388_beep_hedgehog.mp3
2873,-0.137543069,0.68,14,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.094604161,-0.464950257,1.166,0.5,1,2873_1_-0.1375_beep_hedgehog.mp3
2874,-0.137543069,0.68,14,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.094604161,-0.464950257,1.166,0.5,1,2874_2_-0.1375_beep_hedgehog.mp3
2875,-0.136272258,0.685,13,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.054214651,-0.428725557,1.166,0.5,1,2875_1_-0.1363_beep_hedgehog.mp3
2876,-0.136272258,0.685,13,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.054214651,-0.428725557,1.166,0.5,1,2876_2_-0.1363_beep_hedgehog.mp3
2877,-0.134997261,0.69,12,1,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.013825142,-0.392500858,1.166,0.5,1,2877_1_-0.135_beep_hedgehog.mp3
2878,-0.134997261,0.69,12,2,FALSE,8,hedgehog,1.39461529,-0.971233586,-1.013825142,-0.392500858,1.166,0.5,1,2878_2_-0.135_beep_hedgehog.mp3
